Data File Name,NK_M_J_M03232017_High Sensitivity DNA Assay_DE24802700_2017-03-23_11-01-57.xad
Data File Path,C:\Users\jlchiniquy\Desktop\20171205_Nextera_library_size_to_loading_concentration_tool\NKaplan
Date Created,"Thursday, March 23, 2017 6:00:00 PM"
Date Last Modified,"Thursday, March 23, 2017 6:45:00 PM"
Version Created,B.02.07.SI532
Version Last Modified,B.02.07.SI532
 
Assay Name,High Sensitivity DNA
Assay Path,C:\Program Files\Agilent\2100 bioanalyzer\2100 expert\assays\dsDNA
Assay Title,High Sensitivity DNA Assay
Assay Version,1.0
 
Number of Samples Run,11
 
Sample Name,Ladder
Number of Events,2121
 
Time,Value
95.2,350.0056
95.25,331.1989
95.3,304.753
95.35,272.9377
95.4,240.8535
95.45,207.0554
95.5,173.6511
95.55,142.8394
95.6,114.1979
95.65,89.43377
95.7,70.16643
95.75,55.76609
95.8,44.89839
95.85,35.80341
95.9,28.95026
95.95,23.22768
96,18.99793
96.05,15.66603
96.1,13.36318
96.15,11.23333
96.2,9.809004
96.25,8.284216
96.3,6.678255
96.35,5.082078
96.4,4.219383
96.45,3.911489
96.5,3.798917
96.55,3.395291
96.6,2.727161
96.65,2.332405
96.7,1.951806
96.75,1.962654
96.8,1.376214
96.85,0.6133907
96.9,-0.313625
96.95,-0.6930036
97,-0.626519
97.05,-0.7943658
97.1,-0.9826013
97.15,-1.143367
97.2,-1.153703
97.25,-0.9796619
97.3,-0.6274158
97.35,-0.7831298
97.4,-0.9382735
97.45,-1.101845
97.5,-0.9956175
97.55,-0.9336664
97.6,-1.115826
97.65,-1.520527
97.7,-1.967766
97.75,-2.068933
97.8,-2.075397
97.85,-1.917783
97.9,-1.93075
97.95,-2.193179
98,-2.55729
98.05,-2.601585
98.1,-2.426498
98.15,-2.050745
98.2,-1.669542
98.25,-2.134834
98.3,-2.691436
98.35,-2.988074
98.4,-2.845113
98.45,-2.797889
98.5,-2.48169
98.55,-2.625382
98.6,-2.871285
98.65,-2.9056
98.7,-2.761718
98.75,-2.78967
98.8,-2.935505
98.85,-2.921498
98.9,-2.993057
98.95,-2.783326
99,-2.788473
99.05,-2.854892
99.1,-2.980435
99.15,-2.775381
99.2,-2.483148
99.25,-2.073243
99.3,-2.188246
99.35,-2.434
99.4,-2.892704
99.45,-2.974046
99.5,-2.676515
99.55,-2.521836
99.6,-2.396295
99.65,-2.306046
99.7,-2.489207
99.75,-2.44442
99.8,-2.554443
99.85,-2.652858
99.9,-2.250459
99.95,-2.097455
100,-2.380235
100.05,-2.598634
100.1,-2.646703
100.15,-2.263531
100.2,-1.262266
100.25,-1.106407
100.3,-1.389203
100.35,-1.337489
100.4,2.784037E-02
100.45,2.984983
100.5,8.431989
100.55,17.63091
100.6,31.54919
100.65,50.41534
100.7,74.51997
100.75,107.7293
100.8,148.585
100.85,196.7971
100.9,251.0562
100.95,306.5972
101,359.9888
101.05,403.6085
101.1,434.5859
101.15,450.5529
101.2,456.8303
101.25,454.1834
101.3,439.0109
101.35,413.7398
101.4,380.0676
101.45,337.8752
101.5,295.1215
101.55,250.9186
101.6,205.9975
101.65,165.6232
101.7,130.7052
101.75,102.8458
101.8,80.86577
101.85,64.29723
101.9,49.54306
101.95,39.4784
102,31.59109
102.05,25.64139
102.1,21.84826
102.15,17.2871
102.2,13.68521
102.25,11.28506
102.3,9.255517
102.35,8.8881
102.4,8.631745
102.45,8.229488
102.5,7.553975
102.55,6.342719
102.6,4.716938
102.65,4.273325
102.7,3.71676
102.75,3.550281
102.8,3.256423
102.85,1.934636
102.9,0.826376
102.95,0.5491031
103,0.7478158
103.05,1.456884
103.1,1.722758
103.15,0.9919366
103.2,0.2108921
103.25,-9.561718E-02
103.3,-6.570123E-02
103.35,1.082351
103.4,2.313702
103.45,4.03225
103.5,5.497267
103.55,8.077145
103.6,12.74887
103.65,21.90926
103.7,35.26935
103.75,53.58342
103.8,77.36574
103.85,111.7321
103.9,154.066
103.95,205.997
104,257.3959
104.05,309.6366
104.1,362.0985
104.15,403.9873
104.2,438.3535
104.25,462.2568
104.3,474.2796
104.35,479.8433
104.4,477.4423
104.45,457.26
104.5,423.0245
104.55,382.7516
104.6,340.426
104.65,297.6364
104.7,255.1538
104.75,211.5927
104.8,169.0204
104.85,134.464
104.9,109.1054
104.95,87.31476
105,69.26384
105.05,57.0456
105.1,48.09195
105.15,40.05608
105.2,32.74117
105.25,25.83552
105.3,20.04362
105.35,17.45984
105.4,16.60788
105.45,14.55332
105.5,13.28858
105.55,12.11618
105.6,11.70965
105.65,10.75003
105.7,9.445978
105.75,8.422671
105.8,7.838756
105.85,7.606257
105.9,8.196773
105.95,8.289886
106,8.038034
106.05,7.14919
106.1,6.28166
106.15,6.09012
106.2,6.538861
106.25,7.049093
106.3,7.087616
106.35,6.905227
106.4,5.941602
106.45,5.491992
106.5,5.228324
106.55,5.083224
106.6,4.436599
106.65,3.855811
106.7,2.774254
106.75,2.47378
106.8,3.11601
106.85,4.218729
106.9,4.454368
106.95,3.315753
107,1.453186
107.05,0.4437749
107.1,0.4938644
107.15,1.831384
107.2,2.680092
107.25,2.356635
107.3,1.650646
107.35,1.641668
107.4,2.041027
107.45,2.372929
107.5,2.507781
107.55,1.996839
107.6,1.400182
107.65,1.874462
107.7,2.963929
107.75,3.381555
107.8,3.407392
107.85,2.392298
107.9,1.512989
107.95,0.8900344
108,0.976314
108.05,1.676021
108.1,3.202312
108.15,3.937015
108.2,3.462702
108.25,2.476269
108.3,1.558088
108.35,1.974367
108.4,2.550416
108.45,2.04658
108.5,1.37785
108.55,1.497353
108.6,3.62305
108.65,9.385047
108.7,16.43361
108.75,25.58812
108.8,35.35466
108.85,47.27128
108.9,64.79118
108.95,86.09969
109,111.3315
109.05,136.0218
109.1,164.9898
109.15,197.6879
109.2,233.7408
109.25,270.2239
109.3,303.1167
109.35,335.7845
109.4,366.7734
109.45,385.3241
109.5,395.7962
109.55,398.6747
109.6,396.9218
109.65,385.1407
109.7,369.1555
109.75,352.2931
109.8,334.0898
109.85,315.7166
109.9,287.3874
109.95,244.9995
110,203.3352
110.05,177.38
110.1,157.0103
110.15,140.6381
110.2,118.23
110.25,92.25518
110.3,74.17683
110.35,63.1831
110.4,55.93399
110.45,48.41473
110.5,42.59961
110.55,38.43845
110.6,36.45724
110.65,33.8763
110.7,29.40413
110.75,24.53316
110.8,21.41899
110.85,21.7114
110.9,21.44265
110.95,19.7581
111,16.16418
111.05,11.9845
111.1,8.766762
111.15,7.984029
111.2,8.176419
111.25,9.740438
111.3,9.629349
111.35,8.628459
111.4,6.753198
111.45,4.699175
111.5,3.557271
111.55,4.975996
111.6,6.476769
111.65,7.05389
111.7,6.59927
111.75,4.520418
111.8,1.933918
111.85,1.401695
111.9,3.292619
111.95,5.357961
112,7.230501
112.05,8.096941
112.1,8.653942
112.15,10.88559
112.2,14.77882
112.25,20.16433
112.3,32.14165
112.35,47.05559
112.4,59.89699
112.45,75.89765
112.5,96.8661
112.55,122.8692
112.6,152.3454
112.65,175.8585
112.7,201.837
112.75,231.6509
112.8,266.9935
112.85,293.9534
112.9,314.5118
112.95,328.0558
113,337.552
113.05,336.9635
113.1,335.5175
113.15,327.1272
113.2,311.7219
113.25,298.0579
113.3,288.5145
113.35,277.8515
113.4,263.0156
113.45,237.6442
113.5,202.6262
113.55,170.1854
113.6,147.4968
113.65,130.4261
113.7,114.1396
113.75,96.36259
113.8,79.08027
113.85,64.12244
113.9,51.80113
113.95,42.03461
114,36.18416
114.05,32.67852
114.1,31.68265
114.15,29.97291
114.2,27.57191
114.25,22.80607
114.3,20.07928
114.35,18.04832
114.4,16.78297
114.45,16.01008
114.5,15.18227
114.55,13.51377
114.6,10.69387
114.65,10.0816
114.7,10.88725
114.75,14.40309
114.8,15.408
114.85,14.81647
114.9,11.64638
114.95,10.17458
115,11.64913
115.05,15.3989
115.1,16.14471
115.15,13.60404
115.2,9.812355
115.25,6.305872
115.3,4.356144
115.35,3.734621
115.4,4.367685
115.45,4.480521
115.5,5.831516
115.55,6.645353
115.6,7.202862
115.65,7.510448
115.7,8.309989
115.75,7.657223
115.8,6.223781
115.85,5.693316
115.9,5.599611
115.95,6.8366
116,8.729766
116.05,8.69663
116.1,6.283345
116.15,2.876354
116.2,0.3002012
116.25,-0.2349075
116.3,0.9453146
116.35,1.180842
116.4,0.2393074
116.45,-1.078246
116.5,-1.39553
116.55,-0.9170999
116.6,-0.4750291
116.65,-1.424904
116.7,-1.736403
116.75,-1.406533
116.8,-0.7911592
116.85,-0.9116532
116.9,-2.135126
116.95,-2.654181
117,-2.73624
117.05,-2.744808
117.1,-2.446574
117.15,-2.56898
117.2,-2.470857
117.25,-1.899175
117.3,-1.674173
117.35,-2.597394
117.4,-3.153396
117.45,-3.586327
117.5,-4.091276
117.55,-3.815546
117.6,-3.434674
117.65,-3.609204
117.7,-4.287406
117.75,-4.335152
117.8,-4.149415
117.85,-3.815554
117.9,-3.433
117.95,-3.151938
118,-3.681436
118.05,-3.878686
118.1,-3.632422
118.15,-3.940963
118.2,-4.153254
118.25,-4.470222
118.3,-4.278973
118.35,-3.736849
118.4,-2.959526
118.45,-2.671026
118.5,-2.91381
118.55,-3.16319
118.6,-2.647123
118.65,-2.480233
118.7,-2.990944
118.75,-3.746333
118.8,-4.619125
118.85,-5.152049
118.9,-5.019835
118.95,-5.093658
119,-5.421117
119.05,-5.867668
119.1,-5.932698
119.15,-5.84868
119.2,-5.607518
119.25,-4.995323
119.3,-4.787053
119.35,-5.236431
119.4,-5.893788
119.45,-6.43436
119.5,-6.379677
119.55,-5.39434
119.6,-4.576899
119.65,-4.477762
119.7,-5.091406
119.75,-5.838794
119.8,-6.239712
119.85,-6.416326
119.9,-6.055756
119.95,-6.055756
120,-6.055756
120.05,-6.055756
120.1,-6.055756
120.15,-6.055756
120.2,-6.055756
120.25,-6.055756
120.3,-6.055756
120.35,-6.055756
120.4,-6.055756
120.45,-6.055756
120.5,-6.055756
120.55,-6.055756
120.6,-6.055756
120.65,-6.055756
120.7,-6.055756
120.75,-6.055756
120.8,-6.055756
120.85,-6.055756
120.9,-6.055756
120.95,-6.055756
121,-6.055756
121.05,-6.055756
121.1,-6.055756
121.15,-6.055756
121.2,-6.055756
121.25,-6.055756
121.3,-6.055756
121.35,-6.055756
121.4,-6.055756
121.45,-6.055756
121.5,-6.055756
121.55,-6.055756
121.6,-6.055756
121.65,-6.055756
121.7,-6.055756
121.75,-6.055756
121.8,-6.055756
121.85,-6.055756
121.9,-6.055756
121.95,-6.055756
122,-6.055756
122.05,-6.055756
122.1,-6.055756
122.15,-6.055756
122.2,-6.055756
122.25,-6.055756
122.3,-6.055756
122.35,-6.055756
122.4,-6.055756
122.45,-6.055756
122.5,-6.055756
122.55,-6.055756
122.6,-6.055756
122.65,-6.055756
122.7,-6.055756
122.75,-6.055756
122.8,-6.055756
122.85,-6.055756
122.9,-6.055756
122.95,-6.055756
123,-6.055756
123.05,-6.055756
123.1,-6.055756
123.15,-6.055756
123.2,-6.055756
123.25,-6.055756
123.3,-6.055756
123.35,-6.055756
123.4,-6.055756
123.45,-6.055756
123.5,-6.055756
123.55,-6.055756
123.6,-6.055756
123.65,-6.055756
123.7,-6.055756
123.75,-6.055756
123.8,-6.055756
123.85,-6.055756
123.9,-6.055756
123.95,-6.055756
124,-6.055756
124.05,-6.055756
124.1,-6.055756
124.15,-6.055756
124.2,-6.055756
124.25,-6.055756
124.3,-6.055756
124.35,-6.055756
124.4,-6.055756
124.45,-6.055756
124.5,-6.055756
124.55,-6.055756
124.6,-6.055756
124.65,-6.055756
124.7,-6.055756
124.75,-6.055756
124.8,-6.055756
124.85,-6.055756
124.9,-6.055756
124.95,-6.055756
125,-6.055756
125.05,-6.055756
125.1,-6.055756
125.15,-6.055756
125.2,-6.055756
125.25,-6.055756
125.3,-6.055756
125.35,-6.055756
125.4,-6.055756
125.45,-6.055756
125.5,-6.055756
125.55,-6.055756
125.6,-6.055756
125.65,-6.055756
125.7,-6.055756
125.75,-6.055756
125.8,-6.055756
125.85,-6.055756
125.9,-6.055756
125.95,-6.055756
126,-6.055756
126.05,-6.055756
126.1,-6.055756
126.15,-6.055756
126.2,-6.055756
126.25,-6.055756
126.3,-6.055756
126.35,-6.055756
126.4,-6.055756
126.45,-6.055756
126.5,-6.055756
126.55,-6.055756
126.6,-6.055756
126.65,-6.055756
126.7,-6.055756
126.75,-6.055756
126.8,-6.055756
126.85,-6.055756
126.9,-6.055756
126.95,-6.055756
127,-6.055756
127.05,-6.055756
127.1,-6.055756
127.15,-6.055756
127.2,-6.055756
127.25,-6.055756
127.3,-6.055756
127.35,-6.055756
127.4,-6.055756
127.45,-6.055756
127.5,-6.055756
127.55,-6.055756
127.6,-6.055756
127.65,-6.055756
127.7,-6.055756
127.75,-6.055756
127.8,-6.055756
127.85,-6.055756
127.9,-6.055756
127.95,-6.055756
128,-6.055756
128.05,-6.055756
128.1,-6.055756
128.15,-6.055756
128.2,-6.055756
128.25,-6.055756
128.3,-6.055756
128.35,-6.055756
128.4,-6.055756
128.45,-6.055756
128.5,-6.055756
128.55,-6.055756
128.6,-6.055756
128.65,-6.055756
128.7,-6.055756
128.75,-6.055756
128.8,-6.055756
128.85,-6.055756
128.9,-6.055756
128.95,-6.055756
129,-6.055756
129.05,-6.055756
129.1,-6.055756
129.15,-6.055756
129.2,-6.055756
129.25,-6.055756
129.3,-6.055756
129.35,-6.055756
129.4,-6.055756
129.45,-6.055756
129.5,-6.055756
129.55,-6.055756
129.6,-6.055756
129.65,-6.055756
129.7,-6.055756
129.75,-6.055756
129.8,-6.055756
129.85,-6.055756
129.9,-6.055756
129.95,-6.055756
130,-6.055756
130.05,-6.055756
130.1,-6.055756
130.15,-6.055756
130.2,-6.055756
130.25,-6.055756
130.3,-6.055756
130.35,-6.055756
130.4,-6.055756
130.45,-6.055756
130.5,-6.055756
130.55,-6.055756
130.6,-6.055756
130.65,-6.055756
130.7,-6.055756
130.75,-6.055756
130.8,-6.055756
130.85,-6.055756
130.9,-6.055756
130.95,-6.055756
131,-6.055756
131.05,-6.055756
131.1,-6.055756
131.15,-6.055756
131.2,-6.055756
131.25,-6.055756
131.3,-6.055756
131.35,-6.055756
131.4,-6.055756
131.45,-6.055756
131.5,-6.055756
131.55,-6.055756
131.6,-6.055756
131.65,-6.055756
131.7,-6.055756
131.75,-6.055756
131.8,-6.055756
131.85,-6.055756
131.9,-6.055756
131.95,-6.055756
132,-6.055756
132.05,-6.055756
132.1,-6.055756
132.15,-6.055756
132.2,-6.055756
132.25,-6.055756
132.3,-6.055756
132.35,-6.055756
132.4,-6.055756
132.45,-6.055756
132.5,-6.055756
132.55,-6.055756
132.6,-6.055756
132.65,-6.055756
132.7,-6.055756
132.75,-6.055756
132.8,-6.055756
132.85,-6.055756
132.9,-6.055756
132.95,-6.055756
133,-6.055756
133.05,-6.055756
133.1,-6.055756
133.15,-6.055756
133.2,-6.055756
133.25,-6.055756
133.3,-6.055756
133.35,-6.055756
133.4,-6.055756
133.45,-6.055756
133.5,-6.055756
133.55,-6.055756
133.6,-6.055756
133.65,-6.055756
133.7,-6.055756
133.75,-6.055756
133.8,-6.055756
133.85,-6.055756
133.9,-6.055756
133.95,-6.055756
134,-6.055756
134.05,-6.055756
134.1,-6.055756
134.15,-6.055756
134.2,-6.055756
134.25,-6.055756
134.3,-6.055756
134.35,-6.055756
134.4,-6.055756
134.45,-6.055756
134.5,-6.055756
134.55,-6.055756
134.6,-6.055756
134.65,-6.055756
134.7,-6.055756
134.75,-6.055756
134.8,-6.055756
134.85,-6.055756
134.9,-6.055756
134.95,-6.055756
135,-6.055756
135.05,-6.055756
135.1,-6.055756
135.15,-6.055756
135.2,-6.055756
135.25,-6.055756
135.3,-6.055756
135.35,-6.055756
135.4,-6.055756
135.45,-6.055756
135.5,-6.055756
135.55,-6.055756
135.6,-6.055756
135.65,-6.055756
135.7,-6.055756
135.75,-6.055756
135.8,-6.055756
135.85,-6.055756
135.9,-6.055756
135.95,-6.055756
136,-6.055756
136.05,-6.055756
136.1,-6.055756
136.15,-6.055756
136.2,-6.055756
136.25,-6.055756
136.3,-6.055756
136.35,-6.055756
136.4,-6.055756
136.45,-6.055756
136.5,-6.055756
136.55,-6.055756
136.6,-6.055756
136.65,-6.055756
136.7,-6.055756
136.75,-6.055756
136.8,-6.055756
136.85,-6.055756
136.9,-6.055756
136.95,-6.055756
137,-6.055756
137.05,-6.055756
137.1,-6.055756
137.15,-6.055756
137.2,-6.055756
137.25,-6.055756
137.3,-6.055756
137.35,-6.055756
137.4,-6.055756
137.45,-6.055756
137.5,-6.055756
137.55,-6.055756
137.6,-6.055756
137.65,-6.055756
137.7,-6.055756
137.75,-6.055756
137.8,-6.055756
137.85,-6.055756
137.9,-6.055756
137.95,-6.055756
138,-6.055756
 
Alignment,On
